# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Unc-115a	FBgn0051352	FBtr0082092	protein_coding	0	1	0	84	2	1	6	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	27
Unc-115a	FBgn0051352	FBtr0300564	protein_coding	0	0	0	51	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
Unc-115a	FBgn0051352	FBtr0300565	protein_coding	0	0	0	51	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
Unc-115a	FBgn0051352	FBtr0339597	protein_coding	0	1	0	84	2	1	6	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	27
Unc-115a	FBgn0051352	FBtr0344275	protein_coding	0	0	0	51	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
Unc-115a	FBgn0051352	FBtr0344276	protein_coding	0	0	0	51	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
Unc-115a	FBgn0051352	FBtr0344277	protein_coding	0	1	0	84	2	1	6	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	27
Unc-115a	FBgn0051352	FBtr0346714	protein_coding	0	1	0	84	2	1	6	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	27
Unc-115b	FBgn0260463	FBtr0082094	protein_coding	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Unc-115b	FBgn0260463	FBtr0082095	protein_coding	0	0	0	16	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Unc-115b	FBgn0260463	FBtr0082096	protein_coding	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Unc-115b	FBgn0260463	FBtr0082097	protein_coding	0	0	0	16	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Unc-115b	FBgn0260463	FBtr0303039	protein_coding	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Unc-115b	FBgn0260463	FBtr0346713	protein_coding	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Unc-13-4B	FBgn0266719	FBtr0303025	protein_coding	1	34	1	187	0	1	3	0	0	0	0	55	0	0	103	1	0	0	0	1	4	0	0	0	0	30	30
Unc-13-4B	FBgn0266719	FBtr0303026	protein_coding	1	35	1	179	0	1	6	0	0	0	0	55	0	0	62	1	0	0	0	1	4	0	0	0	0	31	60
Unc-13-4B	FBgn0266719	FBtr0334505	protein_coding	1	33	1	193	0	0	0	0	0	0	0	55	0	0	111	1	0	0	0	1	4	0	0	0	0	30	31
Unc-76	FBgn0040395	FBtr0070376	protein_coding	0	5	2	251	10	0	7	0	0	0	0	66	0	0	127	2	0	0	0	0	0	0	0	0	0	5	41
Unc-76	FBgn0040395	FBtr0070377	protein_coding	0	5	2	251	10	0	2	0	0	0	0	66	0	0	132	2	0	0	0	0	0	0	0	0	0	5	41
Unc-76	FBgn0040395	FBtr0333754	protein_coding	0	5	2	259	16	0	7	0	0	0	0	68	0	0	127	2	0	0	0	0	0	0	0	0	0	5	41
Unc-76	FBgn0040395	FBtr0333755	protein_coding	0	4	1	161	10	1	6	0	0	0	0	66	0	0	17	1	0	0	0	0	0	0	0	0	0	3	62
Unc-89	FBgn0053519	FBtr0113464	protein_coding	0	196	21	449	1	0	6	0	0	0	0	110	0	0	210	21	0	0	0	0	21	0	0	0	0	178	140
Unc-89	FBgn0053519	FBtr0343283	protein_coding	0	196	21	449	1	0	6	0	0	0	0	110	0	0	210	21	0	0	0	0	21	0	0	0	0	178	140
Unc-89	FBgn0053519	FBtr0343284	protein_coding	0	196	21	449	1	0	6	0	0	0	0	110	0	0	210	21	0	0	0	0	21	0	0	0	0	178	140
Unc-89	FBgn0053519	FBtr0343285	protein_coding	0	183	21	400	1	0	2	0	0	0	0	110	0	0	179	21	0	0	0	0	20	0	0	0	0	165	126
Unc-89	FBgn0053519	FBtr0343286	protein_coding	0	168	12	424	1	0	2	0	0	0	0	110	0	0	203	12	0	0	0	0	20	0	0	0	0	150	126
Unc-89	FBgn0053519	FBtr0343287	protein_coding	0	190	17	459	1	0	6	0	0	0	0	110	0	0	220	17	0	0	0	0	21	0	0	0	0	172	140
Unr	FBgn0263352	FBtr0076661	protein_coding	0	14	3	341	1	0	36	1	0	1	1	95	0	0	28	0	0	0	0	0	2	0	0	0	0	12	183
Unr	FBgn0263352	FBtr0114592	protein_coding	0	13	3	340	10	0	36	1	0	1	1	109	0	0	21	0	0	0	0	0	1	0	0	0	0	12	165
Unr	FBgn0263352	FBtr0308954	protein_coding	0	14	3	375	29	0	37	1	0	1	1	103	0	0	27	0	0	0	0	0	2	0	0	0	0	12	181
Unr	FBgn0263352	FBtr0332984	protein_coding	0	13	3	244	10	0	9	1	0	1	1	109	0	0	21	0	0	0	0	0	1	0	0	0	0	12	96
Unr	FBgn0263352	FBtr0345595	protein_coding	0	13	3	353	29	0	36	1	0	1	1	103	0	0	21	0	0	0	0	0	1	0	0	0	0	12	165
Updo	FBgn0033428	FBtr0088524	protein_coding	0	4	1	140	1	0	2	0	0	0	0	90	0	0	5	1	0	0	0	0	1	0	0	0	1	3	42
Upf1	FBgn0030354	FBtr0073596	protein_coding	0	18	1	108	6	0	2	0	0	0	0	47	0	0	1	1	0	0	0	0	1	0	0	0	0	17	52
Upf1	FBgn0030354	FBtr0342744	protein_coding	0	18	1	99	2	0	2	0	0	0	0	42	0	0	1	1	0	0	0	0	1	0	0	0	0	17	52
Upf2	FBgn0029992	FBtr0071117	protein_coding	0	36	6	253	23	1	4	0	0	1	0	120	0	0	4	5	0	0	0	0	3	0	0	0	0	33	104
Upf3	FBgn0034923	FBtr0072221	protein_coding	0	15	6	104	1	2	12	0	2	0	0	36	0	0	4	4	0	0	0	0	1	0	0	0	0	12	51
Upf3	FBgn0034923	FBtr0343302	protein_coding	0	13	6	103	1	0	2	0	2	0	0	36	0	0	4	4	0	0	0	0	1	0	0	0	0	12	60
Uro	FBgn0003961	FBtr0079486	protein_coding	0	27	4	340	13	0	0	0	0	0	0	124	0	0	9	4	0	0	0	0	1	0	0	0	0	26	195
Use1	FBgn0035965	FBtr0076537	protein_coding	0	5	1	179	3	0	3	0	0	0	0	40	0	0	16	1	0	0	0	0	1	0	0	0	0	4	118
Usf	FBgn0029711	FBtr0070701	protein_coding	0	10	5	213	23	0	0	0	2	1	0	110	0	0	9	2	0	0	0	0	0	0	0	0	0	10	71
Usf	FBgn0029711	FBtr0308917	protein_coding	0	10	5	221	42	0	0	0	2	1	0	99	0	0	9	2	0	0	0	0	0	0	0	0	0	10	71
Usp12-46	FBgn0039025	FBtr0084311	protein_coding	0	25	0	804	0	0	8	0	0	0	0	167	0	0	508	0	0	0	0	0	0	0	0	0	0	25	121
Usp7	FBgn0030366	FBtr0073641	protein_coding	0	16	0	103	6	0	4	0	0	0	0	26	0	0	4	0	0	0	0	0	0	0	0	0	0	16	63
Usp7	FBgn0030366	FBtr0342732	protein_coding	0	16	0	101	4	0	4	0	0	0	0	26	0	0	4	0	0	0	0	0	0	0	0	0	0	16	63
Utx	FBgn0260749	FBtr0080075	protein_coding	0	23	7	305	0	0	4	0	0	0	0	85	0	0	67	7	0	0	0	0	9	0	0	0	0	14	158
Utx	FBgn0260749	FBtr0080076	protein_coding	0	15	4	288	6	0	3	0	0	0	0	80	0	0	50	4	0	0	0	0	6	0	0	0	0	9	155
Utx	FBgn0260749	FBtr0080077	protein_coding	0	15	4	287	0	0	3	0	0	0	0	85	0	0	50	4	0	0	0	0	6	0	0	0	0	9	155
Utx	FBgn0260749	FBtr0303903	protein_coding	0	23	7	305	0	0	4	0	0	0	0	85	0	0	67	7	0	0	0	0	9	0	0	0	0	14	158
Utx	FBgn0260749	FBtr0333410	protein_coding	0	19	4	281	0	4	6	0	0	0	0	85	0	0	37	4	0	0	0	0	6	0	0	0	0	9	159
Uvrag	FBgn0032499	FBtr0080460	protein_coding	0	23	8	216	6	0	3	0	0	0	0	124	0	0	13	8	0	0	0	0	1	0	0	0	0	22	71
Uvrag	FBgn0032499	FBtr0334865	protein_coding	0	25	8	215	6	0	2	0	0	0	0	124	0	0	14	8	0	0	0	0	3	0	0	0	0	22	71
VAChT	FBgn0015323	FBtr0083671	protein_coding	0	24	2	522	101	2	20	0	0	1	0	94	0	0	163	1	0	0	0	0	0	0	0	0	0	22	144
VGAT	FBgn0033911	FBtr0087577	protein_coding	0	23	1	244	14	1	12	0	0	0	0	92	0	0	2	1	0	0	0	0	0	0	0	0	0	22	124
VGlut	FBgn0031424	FBtr0077769	protein_coding	0	18	1	408	23	0	5	0	0	0	0	62	0	0	136	1	0	0	0	0	2	0	0	0	0	16	184
VGlut	FBgn0031424	FBtr0307078	protein_coding	0	19	1	391	23	0	8	0	0	0	0	62	0	0	125	1	0	0	0	0	3	0	0	0	0	16	176
VGlut	FBgn0031424	FBtr0331202	protein_coding	0	19	1	721	23	1	15	0	0	0	0	62	0	0	430	1	0	0	0	0	2	0	0	0	0	16	193
Vago	FBgn0030262	FBtr0073427	protein_coding	0	3	0	172	3	1	1	0	0	0	0	64	0	0	1	0	0	0	0	0	1	0	0	0	0	1	104
Vago	FBgn0030262	FBtr0346279	protein_coding	0	3	0	172	5	1	1	0	0	0	0	62	0	0	1	0	0	0	0	0	1	0	0	0	0	1	104
Vamp7	FBgn0266186	FBtr0089394	protein_coding	0	3	1	125	0	0	4	0	0	0	0	55	0	0	2	1	0	0	0	0	0	0	0	0	0	3	64
Vamp7	FBgn0266186	FBtr0346639	protein_coding	0	3	1	125	0	0	4	0	0	0	0	55	0	0	2	1	0	0	0	0	0	0	0	0	0	3	64
Vang	FBgn0015838	FBtr0088566	protein_coding	0	4	5	84	18	0	3	0	0	0	3	41	0	0	0	2	0	0	0	0	0	0	0	0	0	4	22
Vang	FBgn0015838	FBtr0330624	protein_coding	0	4	5	84	18	0	3	0	0	0	3	41	0	0	0	2	0	0	0	0	0	0	0	0	0	4	22
Vap-33A	FBgn0029687	FBtr0070616	protein_coding	0	0	0	114	13	0	4	0	0	0	0	76	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8
Vap-33A	FBgn0029687	FBtr0070617	protein_coding	0	0	0	114	13	0	4	0	0	0	0	76	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8
Vap-33A	FBgn0029687	FBtr0070618	protein_coding	0	0	0	128	35	0	3	0	0	0	0	70	0	0	13	0	0	0	0	0	0	0	0	0	0	0	7
Vap-33A	FBgn0029687	FBtr0342739	protein_coding	0	0	0	130	35	0	4	0	0	0	0	70	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8
Vap-33B	FBgn0053523	FBtr0091475	protein_coding	0	17	5	340	18	1	7	0	0	0	0	108	0	0	100	5	0	0	0	0	2	0	0	0	0	14	109
Vap-33B	FBgn0053523	FBtr0091476	protein_coding	0	5	1	255	14	0	2	0	0	0	0	107	0	0	5	1	0	0	0	0	2	0	0	0	0	3	129
Vap-33B	FBgn0053523	FBtr0091477	protein_coding	0	7	1	279	18	1	9	0	0	0	0	108	0	0	17	1	0	0	0	0	2	0	0	0	0	4	129
Vap-33B	FBgn0053523	FBtr0091478	protein_coding	0	5	1	299	14	0	0	0	0	0	0	107	0	0	55	1	0	0	0	0	2	0	0	0	0	3	125
Vap-33B	FBgn0053523	FBtr0306383	protein_coding	0	16	4	342	22	1	7	0	0	0	0	108	0	0	99	4	0	0	0	0	3	0	0	0	0	12	109
Vap-33B	FBgn0053523	FBtr0330119	protein_coding	0	24	10	328	6	1	7	0	0	0	0	108	0	0	100	10	0	0	0	0	2	0	0	0	0	21	109
Vav	FBgn0040068	FBtr0074677	protein_coding	0	0	0	226	1	0	5	0	0	0	0	78	0	0	111	0	0	0	0	0	0	0	0	0	0	0	31
Vav	FBgn0040068	FBtr0074678	protein_coding	0	0	0	243	11	0	5	0	0	0	0	85	0	0	111	0	0	0	0	0	0	0	0	0	0	0	31
Vav	FBgn0040068	FBtr0113316	protein_coding	0	1	1	224	1	0	5	0	0	0	0	78	0	0	109	1	0	0	0	0	0	0	0	0	0	1	31
Vav	FBgn0040068	FBtr0333759	protein_coding	0	1	1	224	1	0	5	0	0	0	0	78	0	0	109	1	0	0	0	0	0	0	0	0	0	1	31
Vdup1	FBgn0035103	FBtr0072534	protein_coding	0	0	0	25	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Vdup1	FBgn0035103	FBtr0072535	protein_coding	0	0	0	25	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Vdup1	FBgn0035103	FBtr0072536	protein_coding	0	0	0	25	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Vdup1	FBgn0035103	FBtr0301890	protein_coding	0	0	0	25	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Vdup1	FBgn0035103	FBtr0334069	protein_coding	0	0	0	26	3	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
Vha100-1	FBgn0028671	FBtr0085374	protein_coding	0	20	5	210	1	0	0	0	0	0	0	67	0	0	66	5	0	0	0	0	1	0	0	0	0	20	76
Vha100-1	FBgn0028671	FBtr0085375	protein_coding	0	17	5	213	1	0	0	0	0	0	0	67	0	0	69	5	0	0	0	0	1	0	0	0	0	17	76
Vha100-1	FBgn0028671	FBtr0085376	protein_coding	0	19	5	211	1	0	0	0	0	0	0	67	0	0	67	5	0	0	0	0	1	0	0	0	0	19	76
Vha100-1	FBgn0028671	FBtr0085377	protein_coding	0	17	5	213	1	0	0	0	0	0	0	67	0	0	69	5	0	0	0	0	1	0	0	0	0	17	76
Vha100-1	FBgn0028671	FBtr0085379	protein_coding	0	19	5	210	1	0	0	0	0	0	0	67	0	0	67	5	0	0	0	0	1	0	0	0	0	19	75
Vha100-1	FBgn0028671	FBtr0085380	protein_coding	0	17	5	212	1	0	0	0	0	0	0	67	0	0	69	5	0	0	0	0	1	0	0	0	0	17	75
Vha100-1	FBgn0028671	FBtr0085381	protein_coding	0	20	5	209	1	0	0	0	0	0	0	67	0	0	66	5	0	0	0	0	1	0	0	0	0	20	75
Vha100-1	FBgn0028671	FBtr0301650	protein_coding	0	17	5	212	1	0	0	0	0	0	0	67	0	0	69	5	0	0	0	0	1	0	0	0	0	17	75
Vha100-1	FBgn0028671	FBtr0301651	protein_coding	0	17	5	213	1	0	0	0	0	0	0	67	0	0	69	5	0	0	0	0	1	0	0	0	0	17	76
Vha100-1	FBgn0028671	FBtr0335405	protein_coding	0	17	5	213	1	0	0	0	0	0	0	67	0	0	69	5	0	0	0	0	1	0	0	0	0	17	76
Vha100-2	FBgn0028670	FBtr0083656	protein_coding	0	10	0	267	1	0	1	0	0	0	0	103	0	0	84	0	0	0	0	0	0	0	0	0	0	10	78
Vha100-2	FBgn0028670	FBtr0083657	protein_coding	0	10	0	219	1	0	4	0	0	0	0	103	0	0	54	0	0	0	0	0	0	0	0	0	0	10	57
Vha100-3	FBgn0028669	FBtr0086602	protein_coding	0	40	2	234	1	0	3	0	0	0	0	141	0	0	0	2	0	0	0	0	1	0	0	0	0	39	89
Vha100-4	FBgn0038613	FBtr0083658	protein_coding	0	27	3	204	7	0	2	0	0	0	0	125	0	0	13	3	0	0	0	0	0	0	0	0	0	27	57
Vha100-5	FBgn0032373	FBtr0080255	protein_coding	0	33	1	301	3	1	1	0	0	0	0	128	0	0	65	1	0	0	0	0	0	0	0	0	0	32	104
Vha100-5	FBgn0032373	FBtr0335471	protein_coding	0	33	1	305	10	1	1	0	0	0	0	125	0	0	65	1	0	0	0	0	0	0	0	0	0	32	104
Vha13	FBgn0026753	FBtr0083804	protein_coding	0	3	0	253	1	0	1	0	0	0	0	189	0	0	3	0	0	0	0	0	0	0	0	0	0	3	59
Vha13	FBgn0026753	FBtr0346100	protein_coding	0	3	0	258	12	0	1	0	0	0	0	183	0	0	3	0	0	0	0	0	0	0	0	0	0	3	59
Vha14-1	FBgn0262512	FBtr0087341	protein_coding	0	1	0	93	1	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41
Vha14-2	FBgn0037402	FBtr0078585	protein_coding	0	1	1	87	1	0	2	0	0	0	0	43	0	0	1	1	0	0	0	0	0	0	0	0	0	1	40
Vha14-2	FBgn0037402	FBtr0309511	protein_coding	0	1	1	87	1	0	1	0	0	0	0	43	0	0	3	1	0	0	0	0	1	0	0	0	0	0	40
Vha14-2	FBgn0037402	FBtr0309512	protein_coding	0	1	1	96	6	0	1	0	0	0	0	47	0	0	3	1	0	0	0	0	1	0	0	0	0	0	40
Vha16-1	FBgn0262736	FBtr0086150	protein_coding	0	0	0	175	21	0	0	0	0	0	0	60	0	0	58	0	0	0	0	0	0	0	0	0	0	0	36
Vha16-1	FBgn0262736	FBtr0086151	protein_coding	0	0	0	172	21	0	0	0	0	0	0	60	0	0	52	0	0	0	0	0	0	0	0	0	0	0	39
Vha16-1	FBgn0262736	FBtr0086152	protein_coding	0	0	0	172	21	0	1	0	0	0	0	60	0	0	51	0	0	0	0	0	0	0	0	0	0	0	39
Vha16-1	FBgn0262736	FBtr0086153	protein_coding	0	0	0	172	21	0	0	0	0	0	0	60	0	0	52	0	0	0	0	0	0	0	0	0	0	0	39
Vha16-2	FBgn0028668	FBtr0076091	protein_coding	0	8	0	337	20	0	2	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	8	163
Vha16-3	FBgn0028667	FBtr0076090	protein_coding	0	13	0	302	4	0	1	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	13	146
Vha16-3	FBgn0028667	FBtr0302359	protein_coding	0	15	0	301	4	0	4	0	0	0	0	151	0	0	3	0	0	0	0	0	2	0	0	0	0	13	140
Vha16-4	FBgn0262513	FBtr0087070	protein_coding	0	7	1	180	0	0	2	0	0	0	0	109	0	0	0	1	0	0	0	0	0	0	0	0	0	7	69
Vha16-5	FBgn0032294	FBtr0080120	protein_coding	0	6	1	82	1	1	1	0	0	0	0	50	0	0	0	1	0	1	0	0	1	0	0	0	0	4	29
Vha26	FBgn0015324	FBtr0078700	protein_coding	0	0	0	40	6	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15
Vha26	FBgn0015324	FBtr0078701	protein_coding	0	0	0	40	6	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15
Vha26	FBgn0015324	FBtr0346137	protein_coding	0	0	0	46	12	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15
Vha36-1	FBgn0022097	FBtr0087335	protein_coding	0	4	1	164	0	0	1	0	0	0	0	79	0	0	0	1	0	0	0	0	0	0	0	0	0	4	84
Vha36-2	FBgn0033706	FBtr0088000	protein_coding	0	18	3	212	1	0	0	0	0	0	0	96	0	0	11	3	0	0	0	0	1	0	0	0	0	17	105
Vha36-3	FBgn0040377	FBtr0339401	protein_coding	0	17	0	240	1	0	5	0	0	0	0	138	0	0	9	0	0	0	0	0	2	0	0	0	0	15	89
Vha36-3	FBgn0040377	FBtr0345706	protein_coding	0	17	0	250	1	0	8	0	0	0	0	138	0	0	9	0	0	0	0	0	2	0	0	0	0	15	96
Vha44	FBgn0262511	FBtr0087173	protein_coding	0	18	0	454	5	0	0	0	0	0	0	85	0	0	248	0	0	0	0	0	8	0	0	0	0	12	122
Vha44	FBgn0262511	FBtr0087175	protein_coding	0	19	0	418	22	0	6	0	0	0	0	89	0	0	174	0	0	0	0	0	8	0	0	0	0	13	133
Vha44	FBgn0262511	FBtr0087176	protein_coding	0	18	0	396	1	0	6	0	0	0	0	87	0	0	175	0	0	0	0	0	8	0	0	0	0	12	133
Vha44	FBgn0262511	FBtr0290031	protein_coding	0	31	11	395	22	0	6	0	0	0	2	89	0	0	151	9	0	0	0	0	8	0	0	0	0	25	133
Vha44	FBgn0262511	FBtr0290032	protein_coding	0	31	11	451	22	0	0	0	0	0	2	89	0	0	224	9	0	0	0	0	8	0	0	0	0	25	122
Vha55	FBgn0005671	FBtr0082670	protein_coding	0	7	0	115	4	0	2	0	0	0	0	68	0	0	13	0	0	0	0	0	1	0	0	0	0	6	29
Vha55	FBgn0005671	FBtr0082671	protein_coding	0	6	0	115	4	0	3	0	0	0	0	68	0	0	12	0	0	0	0	0	0	0	0	0	0	6	28
Vha55	FBgn0005671	FBtr0301661	protein_coding	0	7	0	108	2	0	2	0	0	0	0	63	0	0	13	0	0	0	0	0	1	0	0	0	0	6	29
Vha68-1	FBgn0265262	FBtr0080429	protein_coding	0	20	0	216	7	0	1	0	0	0	0	134	0	0	25	0	0	0	0	0	0	0	0	0	0	20	49
Vha68-1	FBgn0265262	FBtr0336618	protein_coding	0	22	0	212	7	1	5	0	0	0	0	130	0	0	21	0	0	0	0	0	1	0	0	0	0	20	49
Vha68-2	FBgn0263598	FBtr0080418	protein_coding	0	15	0	273	2	0	1	0	0	0	0	138	0	0	40	0	0	0	0	0	1	0	0	0	0	14	93
Vha68-2	FBgn0263598	FBtr0080419	protein_coding	0	15	0	273	2	0	1	0	0	0	0	138	0	0	40	0	0	0	0	0	1	0	0	0	0	14	93
Vha68-2	FBgn0263598	FBtr0080420	protein_coding	0	15	0	272	2	0	0	0	0	0	0	138	0	0	39	0	0	0	0	0	1	0	0	0	0	14	94
Vha68-2	FBgn0263598	FBtr0305551	protein_coding	0	16	0	265	2	0	0	0	0	0	0	138	0	0	39	0	0	0	0	0	2	0	0	0	0	14	88
Vha68-2	FBgn0263598	FBtr0336613	protein_coding	0	17	0	262	2	2	4	0	0	0	0	138	0	0	32	0	0	0	0	0	1	0	0	0	0	14	87
Vha68-2	FBgn0263598	FBtr0336614	protein_coding	0	15	0	273	2	0	1	0	0	0	0	138	0	0	40	0	0	0	0	0	1	0	0	0	0	14	93
Vha68-3	FBgn0032464	FBtr0080421	protein_coding	0	39	3	230	8	0	4	0	0	1	0	140	0	0	1	2	0	0	0	0	0	0	0	0	0	39	77
VhaAC39-1	FBgn0028665	FBtr0070611	protein_coding	0	3	0	151	4	0	0	0	0	0	0	103	0	0	4	0	0	0	0	0	0	0	0	0	0	3	40
VhaAC39-2	FBgn0039058	FBtr0084401	protein_coding	0	28	0	242	5	0	10	0	0	0	0	67	0	0	4	0	0	0	0	0	2	0	0	0	0	27	157
VhaAC45	FBgn0262515	FBtr0088587	protein_coding	0	14	1	162	9	0	1	0	0	0	0	81	0	0	5	1	0	0	0	0	1	0	0	0	0	13	67
VhaAC45	FBgn0262515	FBtr0088588	protein_coding	0	14	1	159	6	0	2	0	0	0	0	81	0	0	4	1	0	0	0	0	1	0	0	0	0	13	67
VhaM8.9	FBgn0037671	FBtr0081978	protein_coding	0	5	0	95	3	0	0	0	0	0	0	50	0	0	4	0	0	0	0	0	0	0	0	0	0	5	38
VhaM9.7-a	FBgn0035521	FBtr0113136	protein_coding	0	2	0	134	9	0	0	0	0	0	0	59	0	0	3	0	0	0	0	0	2	0	0	0	0	0	65
VhaM9.7-a	FBgn0035521	FBtr0113137	protein_coding	0	1	0	137	12	0	1	0	0	0	0	58	0	0	2	0	0	0	0	0	1	0	0	0	0	0	65
VhaM9.7-b	FBgn0028663	FBtr0078369	protein_coding	0	0	0	30	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
VhaM9.7-b	FBgn0028663	FBtr0333454	protein_coding	0	0	0	31	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
VhaM9.7-c	FBgn0028664	FBtr0073256	protein_coding	0	6	0	217	10	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	6	82
VhaM9.7-d	FBgn0038458	FBtr0083366	protein_coding	0	0	0	182	1	0	1	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115
VhaPPA1-1	FBgn0028662	FBtr0083005	protein_coding	0	8	1	199	6	0	1	0	0	0	0	48	0	0	24	1	0	0	0	0	1	0	0	0	0	7	121
VhaPPA1-1	FBgn0028662	FBtr0308030	protein_coding	0	8	1	199	6	0	1	0	0	0	0	48	0	0	24	1	0	0	0	0	1	0	0	0	0	7	121
VhaPPA1-2	FBgn0262514	FBtr0290022	protein_coding	0	3	0	131	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	3	87
VhaSFD	FBgn0027779	FBtr0080940	protein_coding	0	15	1	360	18	0	3	0	0	0	0	153	0	0	50	1	0	0	0	0	1	0	0	0	0	14	137
VhaSFD	FBgn0027779	FBtr0080941	protein_coding	0	19	2	355	18	0	3	0	0	0	1	153	0	0	45	1	0	0	0	0	1	0	0	0	0	18	137
VhaSFD	FBgn0027779	FBtr0080942	protein_coding	0	16	1	359	18	0	3	0	0	0	0	153	0	0	49	1	0	0	0	0	1	0	0	0	0	15	137
VhaSFD	FBgn0027779	FBtr0335143	protein_coding	0	15	1	367	25	0	3	0	0	0	0	153	0	0	50	1	0	0	0	0	1	0	0	0	0	14	137
Vhl	FBgn0041174	FBtr0088115	protein_coding	0	3	1	98	1	0	1	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	3	71
Vhl	FBgn0041174	FBtr0332420	protein_coding	0	3	1	98	1	0	1	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	3	71
Victoria	FBgn0053117	FBtr0081309	protein_coding	2	2	6	323	0	0	0	0	0	1	0	134	0	0	3	5	0	0	0	0	0	1	1	0	0	2	186
Vinc	FBgn0004397	FBtr0070420	protein_coding	0	14	1	96	3	0	0	0	0	0	0	35	0	0	34	1	0	0	0	0	0	0	0	0	0	14	24
Vinc	FBgn0004397	FBtr0342770	protein_coding	0	15	1	96	3	1	2	0	0	0	0	35	0	0	35	1	0	0	0	0	0	0	0	0	0	14	21
Vinc	FBgn0004397	FBtr0342771	protein_coding	0	14	1	96	3	0	1	0	0	0	0	35	0	0	33	1	0	0	0	0	0	0	0	0	0	14	24
Vkor	FBgn0053544	FBtr0091510	protein_coding	0	12	7	344	5	0	0	0	0	0	0	149	0	0	7	7	0	0	0	0	4	0	0	0	0	9	185
Vm26Aa	FBgn0003979	FBtr0079239	protein_coding	0	4	1	346	1	0	0	0	0	0	0	178	0	0	0	1	0	0	0	0	0	0	0	0	0	4	167
Vm26Aa	FBgn0003979	FBtr0333232	protein_coding	0	5	1	351	7	0	0	0	0	0	0	177	0	0	0	1	0	0	0	0	1	0	0	0	0	4	167
